cell_type_plot,0,1,2,3,4,5,6
Control,2.313946216385241,1.5634771732332706,51.15697310819262,1.4383989993746091,30.8317698561601,0.12507817385866166,12.570356472795496
b2 x 3,31.894934333958723,21.388367729831145,0.8755472170106317,24.452782989368355,6.2539086929330825,14.258911819887429,0.8755472170106317
b2 x 2 + b2:b4,25.82864290181363,35.77235772357724,0.4377736085053158,20.637898686679172,4.815509693558474,12.007504690431519,0.5003126954346466
